game_id,week,home_team,away_team,home_points,away_points,home_drives,away_drives,neutral
401423418,2,Central Connecticut,Sacred Heart,10,14,10,11,False
401426492,2,Bryant,Rhode Island,21,35,12,13,False
401420798,2,North Carolina Central,Winston-Salem State,41,0,9,10,False
401423137,2,Butler,Taylor,45,10,10,12,False
401424948,2,Florida A&M,Albany State,23,13,11,10,False
401426332,2,Coastal Carolina,Gardner-Webb,31,27,13,13,False
401426546,2,Florida Atlantic,SE Louisiana,42,9,11,10,False
401416599,2,Miami (OH),Robert Morris,31,14,14,14,False
401423412,2,Stetson,Louisiana Christian,45,14,14,14,False
401426551,2,Liberty,UAB,21,14,14,12,False
401415170,2,Sam Houston,Northern Arizona,3,10,10,11,False
401415182,2,South Dakota State,UC Davis,24,22,11,12,False
401418777,2,North Alabama,UVA Wise,49,17,15,15,False
401425451,2,Southern Illinois,Southeast Missouri State,31,34,10,10,False
401403874,2,Ole Miss,Central Arkansas,59,3,14,14,False
401404066,2,Oklahoma,Kent State,33,3,13,13,False
401415620,2,Tulsa,Northern Illinois,38,35,11,13,False
401423439,2,Troy,Alabama A&M,38,17,11,13,False
401416598,2,Louisiana,Eastern Michigan,49,21,13,12,False
401418810,2,Northwestern State,Grambling,21,47,16,15,True
401415615,2,Tulane,Alcorn State,52,0,13,12,False
401423144,2,Davidson,Barton,37,17,10,12,False
401424418,2,UAlbany,New Hampshire,23,28,9,9,False
401418792,2,Houston Christian,Lindenwood,20,21,13,10,False
401421128,2,Eastern Illinois,Chattanooga,20,38,14,13,False
401413215,2,Murray State,Jacksonville State,3,34,13,13,False
401426544,2,Texas State,Florida International,41,12,14,15,False
401415618,2,South Florida,Howard,42,20,13,12,False
401415616,2,SMU,Lamar,45,16,14,14,False
401415215,2,Utah State,Weber State,7,35,14,15,False
401414779,2,Toledo,Massachusetts,55,10,13,12,False
401411104,2,Georgia Tech,Western Carolina,35,17,12,13,False
401404148,2,UConn,Syracuse,14,48,11,12,False
401403871,2,Florida,Kentucky,16,26,14,12,False
401426547,2,Louisiana Tech,Stephen F. Austin,52,17,15,15,False
401444874,2,Arkansas-Pine Bluff,North American,76,3,14,14,False
401424953,2,Tennessee State,Jackson State,3,16,11,12,True
401403873,2,LSU,Southern,65,17,13,13,False
401403870,2,Auburn,San José State,24,16,11,10,False
401403980,2,Stanford,USC,28,41,11,12,False
401403975,2,Oklahoma State,Arizona State,34,17,14,15,False
401405072,2,Nebraska,Georgia Southern,42,45,11,11,False
401418828,2,Illinois State,Valparaiso,28,21,12,13,False
401426550,2,Rice,McNeese,52,10,12,12,False
401426549,2,North Texas,Texas Southern,59,27,13,11,False
401411108,2,Virginia Tech,Boston College,27,10,15,14,False
401418783,2,Abilene Christian,Prairie View A&M,21,13,11,12,False
401421117,2,UL Monroe,Nicholls,35,7,12,12,False
401405077,2,Michigan,Hawai'i,56,10,14,14,False
401405075,2,Indiana,Idaho,35,22,12,12,False
401413257,2,San Diego State,Idaho State,38,7,14,15,False
401404067,2,TCU,Tarleton State,59,17,12,13,False
401403978,2,Oregon,Eastern Washington,70,14,11,11,False
401420856,2,Utah Tech,Chadron State,56,10,15,17,False
401426552,2,UTEP,New Mexico State,20,13,12,13,False
401404062,2,BYU,Baylor,26,20,12,13,False
401403979,2,Fresno State,Oregon State,32,35,11,12,False
401403875,2,Arizona,Mississippi State,17,39,14,14,False
401435074,3,Harvard,Merrimack,28,21,16,15,False
401411109,3,Louisville,Florida State,31,35,14,15,False
401415217,3,Wyoming,Air Force,17,14,9,9,False
401411114,3,Virginia Tech,Wofford,27,7,10,10,False
401422998,3,Lehigh,Richmond,6,30,12,12,False
401426563,3,Indiana,Western Kentucky,33,30,14,14,False
401416603,3,Kent State,Long Island University,63,10,10,11,False
401415623,3,Miami (OH),Cincinnati,17,38,10,14,True
401405083,3,Northwestern,Southern Illinois,24,31,12,13,False
401404149,3,Michigan,UConn,59,0,13,13,False
401404136,3,Army,Villanova,49,10,9,11,False
401404071,3,Baylor,Texas State,42,7,12,13,False
401404070,3,Nebraska,Oklahoma,14,49,14,14,False
401403888,3,South Carolina,Georgia,7,48,11,11,False
401403887,3,Missouri,Abilene Christian,34,17,14,14,False
401405084,3,Syracuse,Purdue,32,29,10,13,False
401403884,3,Kentucky,Youngstown State,31,0,12,12,False
401416602,3,Central Michigan,Bucknell,41,0,12,14,False
401404073,3,West Virginia,Towson,65,7,10,10,False
401424424,3,Rhode Island,Delaware,21,42,13,13,False
401423413,3,Stetson,Princeton,14,39,12,12,False
401416601,3,Coastal Carolina,Buffalo,38,26,14,14,False
401424425,3,Fordham,UAlbany,48,45,14,14,False
401424404,3,Monmouth,Georgetown,45,6,13,12,False
401418603,3,Dartmouth,Valparaiso,35,13,8,9,False
401416600,3,Ball State,Murray State,31,0,14,14,False
401405089,3,Temple,Rutgers,14,16,11,10,False
401425514,3,Delaware State,Virginia Lynchburg,35,19,13,11,False
401411113,3,Virginia,Old Dominion,16,14,13,11,False
401404069,3,Iowa State,Ohio,43,10,13,14,False
401403991,3,UCLA,South Alabama,32,31,11,10,False
401413226,3,South Dakota,Cal Poly,38,21,12,12,False
401420789,3,Norfolk State,Hampton,7,17,10,10,False
